00110100100010001110100100110100000010001000000010;0;0.613484576183;-1;-1;0
00110100100001110110100100110100000010001000000010;3751;0.628321619922;11;17;1
00110100100001110110100110110100000010001000000010;3789;0.641598698190;24;24;0
00110100100001110110100110100100000010001000000010;3793;0.650658522141;27;27;0
00110100100001110110100111100100000010001000000010;3808;0.666151556646;25;25;0
00110100100001110110101111100100000010001000000010;3848;0.670780439205;22;22;0
00110100100001110111011111100100000010001000000010;110214;0.675002552166;19;21;1
00110100100001110111001111100100000010001000000010;110286;0.675257649010;21;21;0
00110100100001110111000111100100000010001000000010;110328;0.676604623039;22;22;0
00110100100001110111110111100100000010001000000010;143683;0.681442556466;20;21;1
00110100100001110111110111000100000010001000000010;143698;0.695192488486;26;26;0
